ENA|CP003859|CP003859.1	Streptococcus	constellatus	C1050
1773.349.con.15	Mycobacterium	tuberculosis	 1773.349
1773.349.con.16	Mycobacterium	tuberculosis	 1773.349
1773.349.con.17	Mycobacterium	tuberculosis	 1773.349
1773.349.con.18	Mycobacterium	tuberculosis	 1773.349
1773.349.con.19	Mycobacterium	tuberculosis	 1773.349
1773.349.con.2	Mycobacterium	tuberculosis	 1773.349
1773.349.con.20	Mycobacterium	tuberculosis	 1773.349
1773.349.con.21	Mycobacterium	tuberculosis	 1773.349
1773.349.con.22	Mycobacterium	tuberculosis	 1773.349
1773.349.con.23	Mycobacterium	tuberculosis	 1773.349
1773.349.con.24	Mycobacterium	tuberculosis	 1773.349
1773.349.con.25	Mycobacterium	tuberculosis	 1773.349
1773.349.con.26	Mycobacterium	tuberculosis	 1773.349
1773.349.con.27	Mycobacterium	tuberculosis	 1773.349
1773.349.con.28	Mycobacterium	tuberculosis	 1773.349
1773.349.con.29	Mycobacterium	tuberculosis	 1773.349
1773.349.con.3	Mycobacterium	tuberculosis	 1773.349
1773.349.con.30	Mycobacterium	tuberculosis	 1773.349
1773.349.con.31	Mycobacterium	tuberculosis	 1773.349
1773.349.con.32	Mycobacterium	tuberculosis	 1773.349
1773.349.con.33	Mycobacterium	tuberculosis	 1773.349
1773.349.con.34	Mycobacterium	tuberculosis	 1773.349
1773.349.con.35	Mycobacterium	tuberculosis	 1773.349
1773.349.con.36	Mycobacterium	tuberculosis	 1773.349
1773.349.con.37	Mycobacterium	tuberculosis	 1773.349
1773.349.con.38	Mycobacterium	tuberculosis	 1773.349
1773.349.con.39	Mycobacterium	tuberculosis	 1773.349
1773.349.con.4	Mycobacterium	tuberculosis	 1773.349
1773.349.con.40	Mycobacterium	tuberculosis	 1773.349
1773.349.con.41	Mycobacterium	tuberculosis	 1773.349
1773.349.con.42	Mycobacterium	tuberculosis	 1773.349
1773.349.con.43	Mycobacterium	tuberculosis	 1773.349
1773.349.con.44	Mycobacterium	tuberculosis	 1773.349
1773.349.con.45	Mycobacterium	tuberculosis	 1773.349
1773.349.con.46	Mycobacterium	tuberculosis	 1773.349
1773.349.con.47	Mycobacterium	tuberculosis	 1773.349
1773.349.con.48	Mycobacterium	tuberculosis	 1773.349
1773.349.con.49	Mycobacterium	tuberculosis	 1773.349
1773.349.con.5	Mycobacterium	tuberculosis	 1773.349
1773.349.con.50	Mycobacterium	tuberculosis	 1773.349
1773.349.con.51	Mycobacterium	tuberculosis	 1773.349
1773.349.con.52	Mycobacterium	tuberculosis	 1773.349
1773.349.con.53	Mycobacterium	tuberculosis	 1773.349
1773.349.con.54	Mycobacterium	tuberculosis	 1773.349
1773.349.con.55	Mycobacterium	tuberculosis	 1773.349
1773.349.con.56	Mycobacterium	tuberculosis	 1773.349
1773.349.con.57	Mycobacterium	tuberculosis	 1773.349
1773.349.con.58	Mycobacterium	tuberculosis	 1773.349
1773.349.con.59	Mycobacterium	tuberculosis	 1773.349
1773.349.con.6	Mycobacterium	tuberculosis	 1773.349
1773.349.con.60	Mycobacterium	tuberculosis	 1773.349
1773.349.con.61	Mycobacterium	tuberculosis	 1773.349
1773.349.con.62	Mycobacterium	tuberculosis	 1773.349
1773.349.con.63	Mycobacterium	tuberculosis	 1773.349
1773.349.con.64	Mycobacterium	tuberculosis	 1773.349
1773.349.con.65	Mycobacterium	tuberculosis	 1773.349
1773.349.con.66	Mycobacterium	tuberculosis	 1773.349
1773.349.con.67	Mycobacterium	tuberculosis	 1773.349
1773.349.con.68	Mycobacterium	tuberculosis	 1773.349
1773.349.con.69	Mycobacterium	tuberculosis	 1773.349
1773.349.con.7	Mycobacterium	tuberculosis	 1773.349
1773.349.con.70	Mycobacterium	tuberculosis	 1773.349
1773.349.con.71	Mycobacterium	tuberculosis	 1773.349
1773.349.con.72	Mycobacterium	tuberculosis	 1773.349
1773.349.con.73	Mycobacterium	tuberculosis	 1773.349
1773.349.con.74	Mycobacterium	tuberculosis	 1773.349
1773.349.con.75	Mycobacterium	tuberculosis	 1773.349
1773.349.con.76	Mycobacterium	tuberculosis	 1773.349
1773.349.con.77	Mycobacterium	tuberculosis	 1773.349
1773.349.con.78	Mycobacterium	tuberculosis	 1773.349
1773.349.con.79	Mycobacterium	tuberculosis	 1773.349
1773.349.con.8	Mycobacterium	tuberculosis	 1773.349
1773.349.con.80	Mycobacterium	tuberculosis	 1773.349
1773.349.con.81	Mycobacterium	tuberculosis	 1773.349
1773.349.con.82	Mycobacterium	tuberculosis	 1773.349
1773.349.con.83	Mycobacterium	tuberculosis	 1773.349
1773.349.con.84	Mycobacterium	tuberculosis	 1773.349
1773.349.con.85	Mycobacterium	tuberculosis	 1773.349
1773.349.con.86	Mycobacterium	tuberculosis	 1773.349
1773.349.con.87	Mycobacterium	tuberculosis	 1773.349
1773.349.con.88	Mycobacterium	tuberculosis	 1773.349
1773.349.con.89	Mycobacterium	tuberculosis	 1773.349
1773.349.con.9	Mycobacterium	tuberculosis	 1773.349
1773.349.con.90	Mycobacterium	tuberculosis	 1773.349
1773.349.con.91	Mycobacterium	tuberculosis	 1773.349
1773.349.con.92	Mycobacterium	tuberculosis	 1773.349
1773.349.con.93	Mycobacterium	tuberculosis	 1773.349
1773.349.con.94	Mycobacterium	tuberculosis	 1773.349
1773.349.con.95	Mycobacterium	tuberculosis	 1773.349
1773.349.con.96	Mycobacterium	tuberculosis	 1773.349
1773.349.con.97	Mycobacterium	tuberculosis	 1773.349
1773.349.con.98	Mycobacterium	tuberculosis	 1773.349
1773.349.con.99	Mycobacterium	tuberculosis	 1773.349
CP023639	Mycobacterium	tuberculosis	 1773.8723
AP018034	Mycobacterium	tuberculosis	 1773.8651
CM002079	Mycobacterium	tuberculosis	 1346785.3
CM002106	Mycobacterium	tuberculosis	 1352591.3
MMHA01000001	Mycobacterium	tuberculosis	 1773.6103
CM002065	Mycobacterium	tuberculosis	 1346773.3
CM002051	Mycobacterium	tuberculosis	 1262529.3
CP023586	Mycobacterium	tuberculosis	 1773.8670
CM002114	Mycobacterium	tuberculosis	 1352579.3
CP023593	Mycobacterium	tuberculosis	 1773.8677
CM002069	Mycobacterium	tuberculosis	 1346777.3
CM002055	Mycobacterium	tuberculosis	 1344047.3
CP017593	Mycobacterium	tuberculosis	 1773.8213
CP007803	Mycobacterium	tuberculosis	 1249615.4
CP023624	Mycobacterium	tuberculosis	 1773.8708
CP023619	Mycobacterium	tuberculosis	 1773.8703
CP023635	Mycobacterium	tuberculosis	 1773.8719
CM002125	Mycobacterium	tuberculosis	 1352572.3
CM002063	Mycobacterium	tuberculosis	 1346771.3
CP023595	Mycobacterium	tuberculosis	 1773.8678
CM002099	Mycobacterium	tuberculosis	 1352600.3
CP023607	Mycobacterium	tuberculosis	 1773.8690
CP023588	Mycobacterium	tuberculosis	 1773.8672
CM002101	Mycobacterium	tuberculosis	 1352596.3
CM002053	Mycobacterium	tuberculosis	 1344044.3
CP023610	Mycobacterium	tuberculosis	 1773.8694
CP023626	Mycobacterium	tuberculosis	 1773.8710
CP023585	Mycobacterium	tuberculosis	 1773.8669
CM002050	Mycobacterium	tuberculosis	 1262526.3
MMNZ01000001	Mycobacterium	tuberculosis	 1773.6150
CP023581	Mycobacterium	tuberculosis	 1773.8665
CM002048	Mycobacterium	tuberculosis	 1266446.3
CM002119	Mycobacterium	tuberculosis	 1352578.3
CM002067	Mycobacterium	tuberculosis	 1346775.3
NC_002755	Mycobacterium	tuberculosis	 83331.22
KK327820	Mycobacterium	tuberculosis	 1295765.3
CP018301	Mycobacterium	tuberculosis	 1773.6745
CP016888	Mycobacterium	tuberculosis	 1773.5971
CP023625	Mycobacterium	tuberculosis	 1773.8709
CM002077	Mycobacterium	tuberculosis	 1346784.3
CP023628	Mycobacterium	tuberculosis	 1773.8713
MNAA01000001	Mycobacterium	tuberculosis	 1773.6709
CP023603	Mycobacterium	tuberculosis	 1773.8685
CP009427	Mycobacterium	tuberculosis	 1773.523
CP023640	Mycobacterium	tuberculosis	 1773.8724
CP023592	Mycobacterium	tuberculosis	 1773.8676
CP023591	Mycobacterium	tuberculosis	 1773.8675
CP023618	Mycobacterium	tuberculosis	 1773.8702
CP023583	Mycobacterium	tuberculosis	 1773.8667
AP018035	Mycobacterium	tuberculosis	 1773.8652
CP023576	Mycobacterium	tuberculosis	 1773.8660
CP018305	Mycobacterium	tuberculosis	 1773.6743
CP010895	Mycobacterium	tuberculosis	 1773.5931
CP023599	Mycobacterium	tuberculosis	 1773.8683
CP023621	Mycobacterium	tuberculosis	 1773.8706
CM002098	Mycobacterium	tuberculosis	 1352599.3
CP009480	Mycobacterium	tuberculosis	 83332.293
CP023602	Mycobacterium	tuberculosis	 1773.8686
CM002070	Mycobacterium	tuberculosis	 1346778.3
MMXV01000001	Mycobacterium	tuberculosis	 1773.6623
CP023632	Mycobacterium	tuberculosis	 1773.8716
CP023634	Mycobacterium	tuberculosis	 1773.8717
CP001642	Mycobacterium	tuberculosis	 443150.4
CP023582	Mycobacterium	tuberculosis	 1773.8666
CM002060	Mycobacterium	tuberculosis	 1346766.3
CP023638	Mycobacterium	tuberculosis	 1773.8722
HE608151	Mycobacterium	tuberculosis	 1773.31
CP023573	Mycobacterium	tuberculosis	 1773.8657
CP018302	Mycobacterium	tuberculosis	 1773.6744
CP023631	Mycobacterium	tuberculosis	 1773.8715
CP018778	Mycobacterium	tuberculosis	 1773.6748
CP014566	Mycobacterium	bovis	 561275.19
CP008744	Mycobacterium	bovis	 33892.16
NC_014147	Moraxella	catarrhalis	 749219.3
CP020400	Moraxella	catarrhalis	 480.268
CP018059	Moraxella	catarrhalis	 480.269
CP018060	Moraxella	catarrhalis	 480.269
CP002005	Moraxella	catarrhalis	 1236608.7
CP007525	Listeria	monocytogenes	 1196159.3
CP007020	Listeria	monocytogenes	 1196178.3
CP009258	Listeria	monocytogenes	 1639.956
CP014790	Listeria	monocytogenes	 1639.1511
CP007685	Listeria	monocytogenes	 1639.992
CP013723	Listeria	monocytogenes	 1639.1084
CP020830	Listeria	monocytogenes	 1639.2641
NC_002973	Listeria	monocytogenes	 265669.9
CP013919	Listeria	monocytogenes	 1639.1160
CP007168	Listeria	monocytogenes	 1196163.3
CP007199	Listeria	monocytogenes	 1196169.3
CP014261	Listeria	monocytogenes	 1639.1207
CP011004	Listeria	monocytogenes	 1639.965
CP013722	Listeria	monocytogenes	 1639.1083
CP007167	Listeria	monocytogenes	 1196162.3
CP007459	Listeria	monocytogenes	 1196171.3
CP007021	Listeria	monocytogenes	 1196179.3
CP006859	Listeria	monocytogenes	 1196184.3
CP007460	Listeria	monocytogenes	 1196172.3
CP007019	Listeria	monocytogenes	 1196177.3
CP007017	Listeria	monocytogenes	 1196189.3
CP020774	Listeria	monocytogenes	 1639.2624
CP007686	Listeria	monocytogenes	 1639.991
CP006861	Listeria	monocytogenes	 1196190.3
CP007197	Listeria	monocytogenes	 1196167.3
CP007011	Listeria	monocytogenes	 1196186.3
CP007684	Listeria	monocytogenes	 1639.993
CP007008	Listeria	monocytogenes	 1196181.4
CP007526	Listeria	monocytogenes	 1196160.3
CP018149	Listeria	monocytogenes	 1639.2298
CP019170	Listeria	monocytogenes	 1639.2421
CP015593	Listeria	monocytogenes	 1639.2613
CP006593	Listeria	monocytogenes	 1639.756
CP003414	Listeria	monocytogenes	 1126011.4
CP007688	Listeria	monocytogenes	 1639.989
CP006862	Listeria	monocytogenes	 1196176.3
CP006598	Listeria	monocytogenes	 1639.758
CP006612	Listeria	monocytogenes	 1639.758
CP007687	Listeria	monocytogenes	 1639.990
CP007007	Listeria	monocytogenes	 1196180.3
CP007018	Listeria	monocytogenes	 1196191.3
CP008821	Listeria	monocytogenes	 1196174.3
CP007171	Listeria	monocytogenes	 1196166.3
CP013724	Listeria	monocytogenes	 1639.1085
CP013725	Listeria	monocytogenes	 1639.1085
CP007689	Listeria	monocytogenes	 1639.988
CP012675	Proteus	vulgaris	 585.12
CP023965	Proteus	vulgaris	 585.15
JTBA01000001	Proteus	mirabilis	 584.82
CP017082	Proteus	mirabilis	 584.217
CP017083	Proteus	mirabilis	 584.217
CP017084	Proteus	mirabilis	 584.217
CP012674	Proteus	mirabilis	 584.106
CP017085	Proteus	mirabilis	 584.218
CP017086	Proteus	mirabilis	 584.218
JTBP01000001	Proteus	mirabilis	 584.84
NC_010554	Proteus	mirabilis	 529507.6
NC_010555	Proteus	mirabilis	 529507.6
CP015347	Proteus	mirabilis	 584.140
JTBW01000001	Proteus	mirabilis	 584.85
CP010545	Mycoplasma	pneumoniae	 1263760.3
CP010542	Mycoplasma	pneumoniae	 1263756.3
CP010548	Mycoplasma	pneumoniae	 2104.102
CP010549	Mycoplasma	pneumoniae	 1280940.3
CP008895	Mycoplasma	pneumoniae	 1441379.3
CP013829	Mycoplasma	pneumoniae	 2104.136
CP010543	Mycoplasma	pneumoniae	 1263757.3
CP020712	Mycoplasma	pneumoniae	 2104.169
CP020690	Mycoplasma	pneumoniae	 2104.163
CP003913	Mycoplasma	pneumoniae	 1238993.3
CP010541	Mycoplasma	pneumoniae	 1263758.3
CP020691	Mycoplasma	pneumoniae	 2104.164
CP020711	Mycoplasma	pneumoniae	 2104.167
CP010546	Mycoplasma	pneumoniae	 722438.5
CP020689	Mycoplasma	pneumoniae	 2104.162
AP017318	Mycoplasma	pneumoniae	 2104.189
CP010547	Mycoplasma	pneumoniae	 1263763.3
CP020692	Mycoplasma	pneumoniae	 2104.165
CP014267	Mycoplasma	pneumoniae	 2104.137
CP020693	Mycoplasma	pneumoniae	 2104.166
NC_000912	Mycoplasma	pneumoniae	 272634.6
NC_016807	Mycoplasma	pneumoniae	 1112856.4
AP017319	Mycoplasma	pneumoniae	 2104.190
CP010544	Mycoplasma	pneumoniae	 1263762.3
CP010540	Mycoplasma	pneumoniae	 1263761.3
CP010550	Mycoplasma	pneumoniae	 1263835.4
CP020710	Mycoplasma	pneumoniae	 2104.168
CP013101	Clostridium	perfringens	 1502.206
AP017630	Clostridium	perfringens	 1502.338
AP017631	Clostridium	perfringens	 1502.338
CP010520	Clostridium	botulinum	 1491.354
CP013246	Clostridium	botulinum	 1491.662
NC_012654	Clostridium	botulinum	 515621.3
NC_012657	Clostridium	botulinum	 515621.3
NC_012658	Clostridium	botulinum	 515621.3
NC_012563	Clostridium	botulinum	 536232.3
CP010521	Clostridium	botulinum	 1491.355
AP014696	Clostridium	botulinum	 1491.356
CP006908	Clostridium	botulinum	 1408283.5
CP006909	Clostridium	botulinum	 1408283.5
NC_004557	Clostridium	tetani	 212717.8
NC_004565	Clostridium	tetani	 212717.8
HG530135	Clostridium	tetani	 1231072.4
HG530136	Clostridium	tetani	 1231072.4
NC_000963	Rickettsia	prowazekii	 272947.5
CP004889	Rickettsia	prowazekii	 1290428.3
CP004888	Rickettsia	prowazekii	 1290427.3
CP006677	Chlamydia	trachomatis	 813.36
CP016422	Chlamydia	trachomatis	 813.103
CP016423	Chlamydia	trachomatis	 813.103
CP006676	Chlamydia	trachomatis	 813.35
CP017737	Chlamydia	trachomatis	 813.140
CP010567	Chlamydia	trachomatis	 813.44
CP010568	Chlamydia	trachomatis	 813.44
CP006678	Chlamydia	trachomatis	 813.37
CP017731	Chlamydia	trachomatis	 813.136
CP018052	Chlamydia	trachomatis	 813.126
CP018053	Chlamydia	trachomatis	 813.126
CP015298	Chlamydia	trachomatis	 813.90
CP015299	Chlamydia	trachomatis	 813.90
CP017738	Chlamydia	trachomatis	 813.141
CP017743	Chlamydia	trachomatis	 813.146
CP006680	Chlamydia	trachomatis	 813.39
HF562300	Chlamydia	trachomatis	 1260223.3
HF562301	Chlamydia	trachomatis	 1260223.3
CP017741	Chlamydia	trachomatis	 813.144
CP006675	Chlamydia	trachomatis	 813.34
CP016420	Chlamydia	trachomatis	 813.102
CP016421	Chlamydia	trachomatis	 813.102
CP015306	Chlamydia	trachomatis	 813.94
CP015307	Chlamydia	trachomatis	 813.94
CP017746	Chlamydia	trachomatis	 813.148
CP006679	Chlamydia	trachomatis	 813.38
CP017739	Chlamydia	trachomatis	 813.142
CP006672	Chlamydia	trachomatis	 813.32
CP016424	Chlamydia	trachomatis	 813.104
CP016425	Chlamydia	trachomatis	 813.104
CP017742	Chlamydia	trachomatis	 813.145
HF562298	Chlamydia	trachomatis	 1260222.3
HF562299	Chlamydia	trachomatis	 1260222.3
CP016426	Chlamydia	trachomatis	 813.105
CP016427	Chlamydia	trachomatis	 813.105
CP017730	Chlamydia	trachomatis	 813.135
CP015294	Chlamydia	trachomatis	 813.88
CP015295	Chlamydia	trachomatis	 813.88
CP017732	Chlamydia	trachomatis	 813.137
CP009925	Chlamydia	trachomatis	 813.41
CP009926	Chlamydia	trachomatis	 813.41
CP015300	Chlamydia	trachomatis	 813.91
CP015301	Chlamydia	trachomatis	 813.91
CP017733	Chlamydia	trachomatis	 813.138
NC_015744	Chlamydia	trachomatis	 887712.6
CP009923	Chlamydia	trachomatis	 813.40
CP009924	Chlamydia	trachomatis	 813.40
CP006673	Chlamydia	trachomatis	 813.33
CP015302	Chlamydia	trachomatis	 813.92
CP015303	Chlamydia	trachomatis	 813.92
CP006671	Chlamydia	trachomatis	 813.31
CP015304	Chlamydia	trachomatis	 813.93
CP015305	Chlamydia	trachomatis	 813.93
CP016418	Chlamydia	trachomatis	 813.101
CP016419	Chlamydia	trachomatis	 813.101
CP017736	Chlamydia	trachomatis	 813.139
CP010571	Chlamydia	trachomatis	 813.46
CP010572	Chlamydia	trachomatis	 813.46
CP010569	Chlamydia	trachomatis	 813.45
CP010570	Chlamydia	trachomatis	 813.45
CP017740	Chlamydia	trachomatis	 813.143
CP015296	Chlamydia	trachomatis	 813.89
CP015297	Chlamydia	trachomatis	 813.89
CP017745	Chlamydia	trachomatis	 813.147
NC_002179	Chlamydophila	pneumoniae	 115711.10
LN846995	Chlamydia	pneumoniae	 83558.18
LN847241	Chlamydia	pneumoniae	 83558.19
LN846996	Chlamydia	pneumoniae	 83558.17
LN847221	Chlamydia	pneumoniae	 83558.14
LN847000	Chlamydia	pneumoniae	 83558.15
NC_005043	Chlamydophila	pneumoniae	 182082.4
LN846980	Chlamydia	pneumoniae	 83558.13
NC_002491	Chlamydophila	pneumoniae	 138677.3
LN847257	Chlamydia	pneumoniae	 83558.16
CP003840	Streptococcus	constellatus	 862968.3
CP003800	Streptococcus	constellatus	 696216.3
CP012719	Streptococcus	anginosus	 1328.24
CP012805	Streptococcus	anginosus	 1328.20
AP014880	Streptococcus	intermedius	 1338.31
CP012718	Streptococcus	intermedius	 1338.26
CP003857	Streptococcus	intermedius	 B196
CP020433	Streptococcus	intermedius	 1338.30
CP018347	Streptococcus	pneumoniae	 1313.13835
NC_003028	Streptococcus	pneumoniae	 170187.11
AP017971	Streptococcus	pneumoniae	 1313.15185
CP016632	Streptococcus	pneumoniae	 1313.13078
CP016227	Streptococcus	pneumoniae	 1313.13073
NC_014494	Streptococcus	pneumoniae	 574093.3
CP018137	Streptococcus	pneumoniae	 1313.13833
CP018136	Streptococcus	pneumoniae	 1313.13832
AP018043	Streptococcus	pneumoniae	 1313.15187
AP018044	Streptococcus	pneumoniae	 1313.15186
NC_014251	Streptococcus	pneumoniae	 525381.4
CP018138	Streptococcus	pneumoniae	 1313.13834
CP016633	Streptococcus	pneumoniae	 1313.13079
CP010867	Streptococcus	agalactiae	 1311.246
CP021866	Streptococcus	agalactiae	 1311.1454
CP019979	Streptococcus	agalactiae	 1311.1314
CP021862	Streptococcus	agalactiae	 1311.1451
CP012480	Streptococcus	agalactiae	 1311.625
CP012742	Streptococcus	agalactiae	 1311.625
CP010875	Streptococcus	agalactiae	 1311.695
CP019978	Streptococcus	agalactiae	 1311.1315
CP021864	Streptococcus	agalactiae	 1311.1453
CP021868	Streptococcus	agalactiae	 1311.1456
CP020449	Streptococcus	agalactiae	 1311.1349
CP012503	Streptococcus	agalactiae	 1311.983
CP022537	Streptococcus	agalactiae	 1311.1504
CP006910	Streptococcus	agalactiae	 1427374.3
CP011329	Streptococcus	agalactiae	 1311.337
CP010874	Streptococcus	agalactiae	 1311.694
CP021870	Streptococcus	agalactiae	 1311.1458
CP021863	Streptococcus	agalactiae	 1311.1459
CP013908	Streptococcus	agalactiae	 1311.1246
CP007631	Streptococcus	agalactiae	 1311.133
CP021865	Streptococcus	agalactiae	 1311.1452
NC_004368	Streptococcus	agalactiae	 211110.3
CP010319	Streptococcus	agalactiae	 1311.349
CP007632	Streptococcus	agalactiae	 1311.132
CP012419	Streptococcus	agalactiae	 1311.350
CP021869	Streptococcus	agalactiae	 1311.1457
CP021867	Streptococcus	agalactiae	 1311.1455
CP007023	Streptococcus	pyogenes	 1437008.3
NC_009332	Streptococcus	pyogenes	 160491.19
CP014027	Streptococcus	pyogenes	 1314.214
CP022206	Streptococcus	pyogenes	 1314.496
CP008695	Streptococcus	pyogenes	 1314.131
CP011535	Streptococcus	pyogenes	 1314.195
CP003901	Streptococcus	pyogenes	 1235829.3
CP014139	Streptococcus	pyogenes	 1314.202
CP007537	Streptococcus	pyogenes	 1314.200
CP007241	Streptococcus	pyogenes	 1314.134
NC_002737	Streptococcus	pyogenes	 160490.10
CP003121	Streptococcus	pyogenes	 1010840.4
LN831034	Streptococcus	pyogenes	 1314.470
AP014596	Streptococcus	pyogenes	 1314.534
CP011414	Streptococcus	pyogenes	 1150773.3
CP014138	Streptococcus	pyogenes	 1314.201
NC_011375	Streptococcus	pyogenes	 471876.6
CP011415	Streptococcus	pyogenes	 1314.199
AFRY01000001	Streptococcus	pyogenes	 1048264.3
CP022354	Streptococcus	pyogenes	 1314.497
CP020082	Streptococcus	pyogenes	 1314.510
CP011069	Streptococcus	pyogenes	 1314.375
CP015238	Streptococcus	pyogenes	 1314.263
AP012491	Streptococcus	pyogenes	 1207470.4
AP014585	Streptococcus	pyogenes	 1314.213
NC_006086	Streptococcus	pyogenes	 286636.3
CP008776	Streptococcus	pyogenes	 1314.194
CP007240	Streptococcus	pyogenes	 1314.132
NC_004606	Streptococcus	pyogenes	 193567.3
CP014278	Streptococcus	pyogenes	 1314.267
CP013840	Streptococcus	pyogenes	 1314.262
CP014542	Streptococcus	pyogenes	 1314.492
AP014572	Streptococcus	pyogenes	 1314.212
CP013672	Streptococcus	pyogenes	 1314.239
CP003068	Streptococcus	pyogenes	 487215.4
CP013838	Streptococcus	pyogenes	 1314.260
CP007024	Streptococcus	pyogenes	 1440772.3
CP012045	Streptococcus	pyogenes	 1314.191
CP007041	Streptococcus	pyogenes	 1437007.3
CP013839	Streptococcus	pyogenes	 1314.261
CP023769	Streptococcus	pyogenes	 1314.536
CP011068	Streptococcus	pyogenes	 1314.189
CP009771	Klebsiella	pneumoniae	 72407.75
CP009772	Klebsiella	pneumoniae	 72407.75
CP009773	Klebsiella	pneumoniae	 72407.75
CP009774	Klebsiella	pneumoniae	 72407.75
CP022023	Klebsiella	pneumoniae	 573.12792
CP015120	Klebsiella	pneumoniae	 573.9779
CP023919	Klebsiella	pneumoniae	 573.15317
CP023920	Klebsiella	pneumoniae	 573.15317
CP023921	Klebsiella	pneumoniae	 573.15317
CP023922	Klebsiella	pneumoniae	 573.15317
CP023923	Klebsiella	pneumoniae	 573.15317
CP023924	Klebsiella	pneumoniae	 573.15317
CP020847	Klebsiella	pneumoniae	 573.12459
CP020848	Klebsiella	pneumoniae	 573.12459
CP020849	Klebsiella	pneumoniae	 573.12459
CP020850	Klebsiella	pneumoniae	 573.12459
CP020851	Klebsiella	pneumoniae	 573.12459
CP020852	Klebsiella	pneumoniae	 573.12459
CP014010	Klebsiella	pneumoniae	 72407.109
CP014011	Klebsiella	pneumoniae	 72407.109
CP018433	Klebsiella	pneumoniae	 573.7240
CP018434	Klebsiella	pneumoniae	 573.7240
CP018435	Klebsiella	pneumoniae	 573.7240
CP018436	Klebsiella	pneumoniae	 573.7240
CP018437	Klebsiella	pneumoniae	 573.7240
LN824133	Klebsiella	pneumoniae	 573.1921
LN824134	Klebsiella	pneumoniae	 573.1921
LN824135	Klebsiella	pneumoniae	 573.1921
LN824136	Klebsiella	pneumoniae	 573.1921
LN824137	Klebsiella	pneumoniae	 573.1921
LN824138	Klebsiella	pneumoniae	 573.1921
LN824139	Klebsiella	pneumoniae	 573.1921
CP015130	Klebsiella	pneumoniae	 573.4032
CP015131	Klebsiella	pneumoniae	 573.4032
CP015132	Klebsiella	pneumoniae	 573.4032
CP015133	Klebsiella	pneumoniae	 573.4032
CP022997	Klebsiella	pneumoniae	 573.15001
